Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Julio de 2014
321509|Patente|MX/a/2010/012360|10/11/2010|29/05/2014|<i>G01R27/00</i> <b>(2006-01)</b>; <i>G01R21/133</i> <b>(2006-01)</b>; <i>G01R29/24</i> <b>(2006-01)</b>; <i>G01R31/00</i> <b>(2006-01)</b>|SIMULADOR DE CARGAS RESIDENCIALES PARA LA EVALUACION DE UN GENERADOR DE CELDAS DE COMBUSTIBLE.|Simulador de cargas residenciales para la evaluación de un generador de celdas de combustible u otro sistema de generación de corriente eléctrica, caracterizado porque comprende los siguientes componentes, un control lógico con circuitos digitales que determinan la carga que deberá ser demandada, acoplado a un banco de resistencias que consumen y disipan la potencia proporcionada por la celda de combustible ó el generador eléctrico y que comprende además un circuito de control que consta de líneas digitales de entrada, por medio de las cuales y a través de una computadora, se ejerce el control para un banco de resistencias y porque las líneas de salida digital, corresponden a cada uno de los transistores contenidos en el banco de resistencias y funcionan como compuertas lógicas y porque los valores de resistencias se seleccionan en función de la capacidad y resolución requerida por el sistema y que comprende un control programable que convierte la información de los perfiles de carga en señales enviadas digitalmente a los transistores que funcionan como interruptores que modifican la configuración del banco de resistencias.|ULISES CANO CASTILLO [MX]; Cuernavaca, Morelos, 62490, MX|INSTITUTO DE INVESTIGACIONES ELECTRICAS [MX]; Cuernavaca, Morelos, 62490, MX|
321520|Patente|MX/a/2011/012445|22/11/2011|01/07/2014|<i>B60M1/20</i> <b>(2006-01)</b>|MENSULA PARA SOPORTAR CABLES ELECTRIZADOS DE LINEAS DE FERROCARRIL, TROLEBUS Y METRO.|Un brazo transversal para soportar líneas electrizadas de ferrocarril, trolebús y metro que comprende un miembro transversal (8) adaptado con medios de conexión a una estructura de soporte asociable (16), al menos un primer aislante eléctrico (20) unido al miembro transversal (8) y capaz de soportar un primer cable eléctrico electrizado, aislándolo eléctricamente del miembro transversal (8). De manera ventajosa, el miembro transversal (8) comprenden un cuerpo (24) que tiene una extensión principalmente longitudinal (X-X) y al menos una primera porción de unión (28) adaptada con un perfil en forma de "U" capaz de formar un acoplamiento formado con el primer aislante eléctrico (20). La primera porción de unión (28) define un primer asiento (32) para el ajuste continuo de la posición longitudinal del aislante eléctrico (20) a través del miembro transversal mismo.|MARIO PASTA [IT]; MATTEO PORRECA [IT]; Milano, I-20125, IT|SATFERR S.R.L.* [IT]; BONOMI EUGENIO S.P.A. [IT]; BONCIANI S.P.A. UNIPERSONALE [IT]; Fidenza, Parma, I-43036, IT|
321521|Patente|MX/a/2011/012577|25/11/2011|01/07/2014|<i>B62J17/02</i> <b>(2006-01)</b>; <i>B62J23/00</i> <b>(2006-01)</b>; <i>B62J6/00</i> <b>(2006-01)</b>; <i>B62J99/00</i> <b>(2009-01)</b>|VEHICULO MOTORIZADO DE DOS RUEDAS.|Un vehículo motorizado de dos ruedas configurado para que el impacto de flujo de aire y lodo relativo contra el pasajero se minimice con un aumento en la resistencia de aire minimizada. Cada una de las cubiertas laterales (30) comprende una primera cubierta lateral (31) y una segunda cubierta lateral (32). Las primeras cubiertas laterales (31) se disponen fuera de un tubo colector (11a) y horquillas frontales (15). Las segundas cubiertas laterales (32) se disponen fuera de las primeras cubiertas laterales (31) en los lados exteriores del tubo colector (11a) y las horquillas frontales (15). El extremo exterior de cada segunda cubierta lateral (32) se localiza fuera del extremo exterior de cada primera cubierta lateral (31). Al menos una parte del borde trasero (31b) de cada primera cubierta lateral (31) se localiza detrás del borde trasero (32b) de cada segunda cubierta lateral (32).|TAKESHI IIMURA [JP]; TAKAAKI MIYAZAKI [JP]; KOUTA NAKAO [JP]; YASUHIRO KAWASAKI [JP]; Toshima-ku, Tokyo, 171-0033, JP|YAMAHA HATSUDOKI KABUSHIKI KAISHA [JP]; Iwata-shi, Shizuoka, 438-8501, JP|
321522|Patente|MX/a/2011/009488|09/09/2011|01/07/2014|<i>B65H19/12</i> <b>(2006-01)</b>|METODO PARA MOVER UN CARRETE DE UN MATERIAL DE EMPAQUE DESDE UNA ESTACION DE ALMACENAMIENTO HASTA UNA ESTACION DE SUMINISTRO DE UNA UNIDAD EMPACADORA PARA PRODUCIR EMPAQUES SELLADOS DE UN PRODUCTO ALIMENTICIO, Y UNIDAD DE AFIANZAMIENTO PARA SUJETAR TAL CARRETE.|La presente invención describe un método para mover un carrete del material de empaque (2) desde una estación de almacenamiento (3) hasta una estación de suministro (4) de una unidad empacadora (5), que comprende las etapas de afianzar un borde periférico (6) del carrete (2) utilizando un par de elementos de afianzamiento (10) de una unidad de afianzamiento (1), hacer girar los elementos de afianzamiento (10) con relación al carrete (2), y soportar el carrete (2) sobre el par de elementos de afianzamiento (10) por la interacción con una porción (7) del carrete (2) radialmente interno con respecto al borde circunferencial (6).|PAOLO FERRARI [IT]; VITTORIO CAVIRANI [IT]; Sassuolo, I-41049, IT|TETRA LAVAL HOLDINGS & FINANCE S.A. [CH]; Pully, CH-1009, CH|
321523|Patente|MX/a/2010/001311|29/01/2010|01/07/2014|<i>A61K9/10</i> <b>(2006-01)</b>; <i>A61K31/496</i> <b>(2006-01)</b>; <i>A61K47/32</i> (2006-01); <i>A61K47/38</i> (2006-01); <i>A61K9/19</i> <b>(2006-01)</b>|METODO PARA PRODUCIR UNA SUSPENSIÓN DE ARIPIPRAZOL Y FORMULACION LIOFILIZADA.|Se divulga un método para producir una suspensión de aripiprazol, en donde el aripiprazol tiene un tamaño promedio de partícula de 1 a 10 el método comprende los pasos de: (a) combinar un aripiprazol a granel y un vehículo para formar una suspensión primaria; (b) someter la suspensión primaria a una primer pulverización utilizando por ejemplo, una máquina pulverizadora de alto esfuerzo cortante una máquina de dispersión que aplique la fuerza de corte a un material que será procesado, un molino coloidal, una máquina de dispersión ultrasónica o una máquina de dispersión emulsionante tipo chorro de alta presión para formar una suspensión secundaria; y (c) someter la suspensión secundaria a la segunda pulverización utilizando por ejemplo, una máquina de dispersión emulsionante tipo chorro de alta presión para formar una suspensión final estéril; y un método para producir una formulación liofilizada a partir de la suspensión de aripiprazol.|TAKAKUNI MATSUDA [JP]; SHOGO HIRAOKA [JP]; JUNICHI HATANAKA [JP]; Osaka-shi, Osaka, 5410045, JP|OTSUKA PHARMACEUTICAL CO., LTD.* [JP]; Chiyoda-Ku, Tokyo, 1018535, JP|
321524|Patente|MX/a/2010/011315|15/12/2006|01/07/2014|<i>A47L15/24</i> <b>(2006-01)</b>|LAVAVAJILLAS TIPO TRANSPORTADOR Y METODO PARA OPERARLA.|Un lavavajillas tipo transportador y un método de operación del mismo, caracterizado en que se ejecuta una operación de enjuague final con el consumo de líquido de enjuague final de 3 l/m2 del movimiento del plano de recogida horizontal de un portador de plato o menos, de preferencia de 1 l/m2 - 2,5 l/m2, en tanto que los artículos (154, 156) que van a ser finalmente enjuagados son sometidos chorros de aspersión del líquido de enjuague final; en donde el plano de recogida es el área horizontal del portador de plato en donde el portador de plato puede recoger los artículos que van a ser limpiados.|JAMES E. DOHERTY [US]; CHARLES E. WARNER [US]; HARALD DISCH [DE]; WERNER NEUMAIER [DE]; GERHARD FREI [DE]; ALAN VARACINS [US]; Gurnee, Illinois, 60031, US|PREMARK FEG L.L.C.* [US]; Wilmington, Delaware, 19801, US|
321525|Patente|MX/a/2011/010528|05/10/2011|01/07/2014|<i>H01R13/00</i> <b>(2006-01)</b>|ABRAZADERA DE LEVA PARA CONECTOR ELECTRICO.|Un conector puede incluir un primer miembro que tiene un primer agujero por el mismo. Un segundo miembro que tiene un segundo agujero por el mismo puede configurarse para alinear con el primer agujero en el primer miembro. Una abrazadera de leva puede proporcionarse para asegurar el primer miembro al segundo miembro. La abrazadera de leva puede incluir un perno que tiene una cabeza y un eje, en donde el eje se extiende por el primer agujero y el segundo agujero. Un elemento de compresión puede colocarse entre el primer agujero y una cabeza en el perno. Un miembro de leva puede montarse de manera giratoria a un extremo del eje que opone la cabeza y configurado para moverse entre una primera posición y una segunda posición. La abrazadera de leva puede configurarse para asegurar el segundo miembro al primer miembro cuando el miembro de leva se gira de la primera porción a la segunda porción.|LARRY N. SIEBENS [US]; Asbury, New Jersey, 08802, US|THOMAS & BETTS INTERNATIONAL, INC.* [US]; Wilmington, Delaware, 19809, US|
321526|Patente|MX/a/2011/000737|19/01/2011|01/07/2014|<i>A61K35/74</i> <b>(2006-01)</b>; <i>A23L1/29</i> <b>(2006-01)</b>; <i>A23L1/30</i> <b>(2006-01)</b>|PROBIOTICOS PARA AUMENTAR LA SECRECION DE IGA EN INFANTES NACIDOS A TRAVES DE OPERACION CESAREA.|Uso de bacterias probióticas en la preparación de un medicamento o composición terapéutica nutricional para aumentar la secreción de IgA en un infante entregado mediante operación cesárea durante los primeros cuatro meses de la vida del infante.|FLORENCE ROCHAT [CH]; MARIE-CLAIRE FICHOT [FR]; Montreux, CH-1820, CH|NESTEC S.A. [CH]; Vevey, CH-1800, CH|
321527|Patente|MX/a/2011/000284|07/01/2011|01/07/2014|<i>A23L1/29</i> <b>(2006-01)</b>; <i>A23L1/09</i> <b>(2006-01)</b>; <i>A23L1/30</i> <b>(2006-01)</b>; <i>A23L1/308</i> <b>(2006-01)</b>; <i>A23L2/52</i> <b>(2006-01)</b>; <i>A61K31/702</i> <b>(2006-01)</b>; <i>A61P43/00</i> <b>(2006-01)</b>|COMPOSICION NUTRICIONAL QUE CONTIENE MEZCLA DE OLIGOSACARIDOS.|La invención se extiende a la composición nutricional para la administración para un bebé cuya composición comprende, en una base de materia seca, de 2.5 a 15.0 wt% de una mezcla de oligosacárido que consiste de oligosacáridos N-acetilado, galactooligosacáridos y oligosacáridos sialilados con la condición que la composición comprende por lo menos el 0.02 wt% de oligosacárido N-acetilado, por lo menos el 2.0 wt% de galacto-oligosacárido y por lo menos el 0.04 wt% de un oligosacárido sialilado y que el oligosacárido N-acetilado comprende 0.5 a 4.0% de la mezcla de oligosacárido, el galacto-oligosacárido comprende 92.0 a 98.5% de la mezcla de oligosacárido y el oligosacárido sialilado comprende 1.0 a 4.0% de la mezcla de oligosacárido. La composición es útil para la administración para bebés durante los primeros seis meses de vida para reducir el riesgo de obesidad más tarde en la vida.|MARIE-CLAIRE FICHOT [FR]; SERGE ANDRÉ DOMINIQUE REZZI [LI]; FRANÇOISE-PIERRE MARTIN, J.H.S. [IN]; SUNIL KOCHHAR [FR]; NORBERT SPRENGER [FR]; Blonay, CH-1807, CH|NESTEC S.A. [CH]; Vevey, CH-1800, CH|
321528|Patente|MX/a/2012/006051|24/05/2012|01/07/2014|<i>A23L1/0524</i> <b>(2006-01)</b>; <i>A23L2/54</i> <b>(2006-01)</b>; <i>A23L2/68</i> <b>(2006-01)</b>|PRODUCTO ALIMENTICIO GELATINOSO.|La presente invención se refiere a un producto alimenticio bebible que contiene gas que tiene una textura de gel fluida que comprende un agente gelificante, un ácido, un líquido y un gas donde el pH del producto alimenticio se encuentra en el intervalo de 2,5 a 6,0, donde el gas se encuentra disuelto en la matriz de gel de forma tal que dicho producto tiene un estado no burbujeante y produce una sensación burbujeante en boca y el volumen de gas en el producto es menor de 10 g/L, preferentemente entre 2 y 5 g/L.|JEAN-FRANÇOIS CHEVALIER [FR]; RAFAEL MARCILLA [ES]; HERMANN KNAUF [DE]; Courtonne La Meurdrac, F-14100, FR|NESTEC S.A. [CH]; Vevey, CH-1800, CH|
321529|Patente|MX/a/2012/008452|20/07/2012|30/06/2014|<i>C07C69/52</i> <b>(2006-01)</b>|PRODUCCION CONTINUA DE SALES CUATERNARIAS DE ACRILATO DE N,N-DIMETILAMINOETILO (DMAEA).|La presente invención se refiere a un método para producir en forma continua (met) acrilatos de N,N-dialquilaminoetilo cuaternizados de alta calidad (DMAEA•MCQ) que tienen una larga vida en anaquel y que son estables en agua. El método implica colocar materiales de partida en un reactor de tanque agitado continuamente, en presencia de menos de 6% en agua. Esta baja cantidad de agua provoca dos fases líquidas para formar y prevenir reacciones secundarias no deseadas. La fase líquida mas densa contiene DMAEA.MCQ y la fase mas ligera contiene los materiales de partida. El líquido de la fase más densa es removido de una posición en donde un poco de la fase más ligera ha sido mezclada. El líquido removido, entonces tiene trazas últimas de los materiales de partida que reaccionaron en DMAEA•MCQ y remover cualquier materiales de inicio con un flujo de gas. EL líquido resultante es DMAEA•MCQ de alta pureza. El agua puede después ser añadida en forma segura para hacer mas fácil el transporte y uso del DMAEA•MCQ producido.|BARBARA E. FAIR [US]; PETER E. REED [US]; LEONARD M. VER VERS [US]; LARRY E. BRAMMER, JR. [US]; CHARLES J. HOLADA [US]; CHENG-SUNG HUANG [US]; KAILAS B. SAWANT [US]; Lisle, Illinois, 60532, US|NALCO COMPANY [US]; Naperville, Illinois, 60563-1198, US|
321530|Patente|MX/a/2012/002851|07/03/2012|01/07/2014|<i>A61Q19/06</i> <b>(2006-01)</b>|DIPOSITIVO PARA EL TRATAMIENTO DE LA CELULITIS.|Dispositivo para el tratamiento de la celulitis que comprende medios de masaje por aspiración, un cuerpo cuadrangular (3) con una pluralidad de elementos de apoyo (31), al menos uno por vértice del cuerpo, en donde dichos elementos de apoyo (31) finalizan en punta redondeada (32) la cual está en contacto con la piel (5) a tratar y que se caracteriza porque sobre el cuerpo cuadrangular (3) quedan alojados una pluralidad de emisores láser (1), mientras que en los elementos de apoyo (31) quedan alojados una pluralidad de electrodos emisores de corriente (2), al menos uno por elemento de apoyo; y donde dichos electrodos (2) definen una región (4) sobre la piel (5) de acción combinada de la emisión (41) de la pluralidad de láseres (1) y de las corrientes generadas por los electrodos (2).|FRANCISCO JOSE ARRIAZA MUÑOZ [ES]; Sabadell, Barcelona, 08203, ES|FRANCISCO JOSE ARRIAZA MUÑOZ [ES]; Sabadell, Barcelona, 08203, ES|
321531|Patente|MX/a/2012/001075|24/01/2012|01/07/2014|<i>C07K14/18</i> <b>(2006-01)</b>; <i>C12N15/867</i> <b>(2006-01)</b>|VECTORES LENTIVIRALES PSEUDOTIPIFICADOS CON UNA GLICOPROTEINA DE ENVOLTURA DE VIRUS SINDBIS.|La presente invención se refiere a partículas de vector lentiviral que comprenden una variante de glicoproteína E2 de virus Sindbis y un genoma de vector lentiviral que comprende una secuencia de interés. Una partícula de vector lentiviral comprende (a) una envoltura que comprende una variante de glicoproteína E2 de virus Sindbis; y (b) un genoma de vector lentiviral que comprende una secuencia de interés; en donde la variante de glicoproteína E2 facilita la infección de células dendríticas por la partícula de vector lentiviral, y en donde la variante de glicoproteina E2 tiene unión reducida a sulfato de heparina comparado con una secuencia de referencia (cepa HR). Figura 2.|JAMES M. ALLEN [US]; NEAL S. VAN HOEVEN [US]; JIN ZHONG LI [CN]; DEREK D. SLOAN [US]; THOMAS W. DUBENSKY, JR. [US]; Seattle, Washington, 98104, US|IMMUNE DESIGN CORP.* [US]; Seattle, Washington, 98104, US|
321532|Patente|MX/a/2008/004593|04/04/2008|01/07/2014|<i>A23L1/212</i> <b>(2006-01)</b>; <i>A23B7/06</i> <b>(2006-01)</b>; <i>A23B7/155</i> <b>(2006-01)</b>; <i>A23L1/216</i> <b>(2006-01)</b>|METODOS PARA ELABORAR PRODUCTOS ALIMENTICIOS PARA BOTANA Y PRODUCTOS ELABORADOS MEDIANTE ELLOS.|Métodos para elaborar productos alimenticios para botana bajos en grasa o sin grasa, y productos elaborados de acuerdo con los métodos, en los cuales se someten piezas de alimentos a tratamiento enzimático y/o catiónico y/o a técnicas de cocción y/o de secado específicas, para proporcionar productos alimenticios para botana que tienen la textura, sabor y otras características de los productos convencionales con contenido de grasa completo.|JAMSHID ASHOURIAN [US]; LAURIE J. KEELER [US]; DURWARD A. SMITH [US]; Deerfield, Illinois, 60015, US|JAMSHID ASHOURIAN [US]; Deerfield, Illinois, 60015, US|
